<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: TattooSkillAtlas_405.csv>index,skill,family_index,family,category_index,category_id,category,family_purpose,surface_mode,source_bundle
385,DELIVER,7,Placement Pack,8,DELIVER.7.8,Anatomical landmarks,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
386,DELIVER,7,Placement Pack,9,DELIVER.7.9,Wrap/expansion notes,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
387,DELIVER,8,Provenance & Rights,1,DELIVER.8.1,Source ledger,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
388,DELIVER,8,Provenance & Rights,2,DELIVER.8.2,License ledger,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
389,DELIVER,8,Provenance & Rights,3,DELIVER.8.3,Inspiration descriptor,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
390,DELIVER,8,Provenance & Rights,4,DELIVER.8.4,Transformation notes,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
391,DELIVER,8,Provenance & Rights,5,DELIVER.8.5,Generation state,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
392,DELIVER,8,Provenance & Rights,6,DELIVER.8.6,Client-supplied references,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
393,DELIVER,8,Provenance & Rights,7,DELIVER.8.7,Consent/permission note,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
394,DELIVER,8,Provenance & Rights,8,DELIVER.8.8,Checksums,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
395,DELIVER,8,Provenance & Rights,9,DELIVER.8.9,Lineage chain,Keep source lineage and permissions inspectable.,implicit,DELIVER:2video+1manual
396,DELIVER,9,Handoff & Approval,1,DELIVER.9.1,Client approval,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
397,DELIVER,9,Handoff & Approval,2,DELIVER.9.2,Artist review,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
398,DELIVER,9,Handoff & Approval,3,DELIVER.9.3,Open questions,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
399,DELIVER,9,Handoff & Approval,4,DELIVER.9.4,Change log,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
400,DELIVER,9,Handoff & Approval,5,DELIVER.9.5,Test print,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
401,DELIVER,9,Handoff & Approval,6,DELIVER.9.6,Backup copy,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
402,DELIVER,9,Handoff & Approval,7,DELIVER.9.7,Secure transfer,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
403,DELIVER,9,Handoff & Approval,8,DELIVER.9.8,Archive state,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
404,DELIVER,9,Handoff & Approval,9,DELIVER.9.9,Delete/privacy option,"Close the loop with explicit review, backup, and privacy states.",implicit,DELIVER:2video+1manual
